title,url,location,price,property_type,posted_by,description,Extracted_Locality,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
3 BHK Apartment for Sale in Kuvempu Layout Kothanur Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1833-Sq-ft-Multistorey-Apartment-FOR-Sale-Kuvempu-Layout-Kothanur-in-Bangalore&id=4d423831383235373137,"Hennur Main Road, Bangalore, Kuvempu Layout Kothanur, Bangalore - East, Karnataka",₹2.55 Cr,"2, 3 BHK Flats",,"Sobha Victoria Park in Kyalasanahalli, one of the upcoming underconstruction housing societies in Bangalore North. There are apartments for sale in Sobha Victoria Park Kyalasanahal...",Kothanur,25500000,"[2, 3]",1833,13911.62,North,3.12646629890305,3.87903223541535,9,9,8,9.3,1.5,7,0.22140221402214,54.8,57.6,56.2
"2 BHK Apartment for Sale in Biotech Park, Bommasandra Bangalore",https://www.magicbricks.com/propertyDetails/2-BHK-969-Sq-ft-Multistorey-Apartment-FOR-Sale-Biotech-Park-in-Bangalore&id=4d423832313437333537,"Madivala, Attibele Hobli, Anekal Taluk, Biotech Park, Bangalore - South, Karnataka",₹48.5 Lac,"2, 3 BHK Flats",,"DSMAX Sukruth is surrounded by a serene location with beautiful landscaping and wide and open areas. Situated right at the heart of Iggalur, off Hosur Bangalore highway, is an exq...",Bommasandra,4850000,"[2, 3]",969,5005.16,South,0.387261429205504,9.56397864163734,9,9,9.2,8.2,1.5,22,0.774907749077491,53.3,68.8,61
3 BHK Apartment for Sale in Doddakannelli Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Doddakannelli-in-Bangalore&id=4d423831303432373433,"Sarjapur Road, Bangalore, Doddakannelli, Bangalore - South, Karnataka",₹1.95 Cr,"2, 3, 4 BHK Flats",,"best location , near wipro and upcoming metro and birla temple",Doddakannelli,19500000,"[2, 3, 4]",1275,15294.12,East,1.35739648722338,2.99658978279086,10,9,7.5,9.5,3,10,0.33210332103321,50.7,57.7,54.2
3 BHK Apartment for Sale in Sarjapur Road Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1387-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423735323532363531,"Sarjapur Road, Bangalore - South, Karnataka",₹1.85 Cr,"1, 2, 3, 4 BHK Flat, Villas",,3 BHK Apartment for Sale in Sarjapur Road Bangalore,Sarjapur,18500000,"[1, 2, 3, 4]",1387,13338.14,East,1.71247859996196,4.2450814923637,10,9,7.5,9.5,0,272,10,50.2,72.4,61.3
3 BHK Apartment for Sale in Varthur Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1422-Sq-ft-Multistorey-Apartment-FOR-Sale-Varthur-in-Bangalore&id=4d423738383533333631,"Varthur Hobli, Gunjur, Village, Marathahalli - Sarjapur Rd, Whitefield, Bengaluru, Karnataka, Varthur, Bangalore - East, Karnataka",₹1.99 Cr,"2, 3, 4 BHK Flats",,"Beautiful landscapes, green covers, and plenty of open spaces all around with brilliant architecture, nature themed living, and an equivalent lifestyle Prestige Lavender Fields mak...",Marathahalli,19900000,"[2, 3, 4]",1422,13994.37,East,1.82344176019276,3.8262133472022,10,9,7.5,9.5,0,51,1.8450184501845,50.2,59.1,54.6
3 BHK Apartment for Sale in Varthur Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1453-Sq-ft-Multistorey-Apartment-FOR-Sale-Varthur-in-Bangalore&id=4d423831383434373933,"Varthur Hobli, Gunjur, Village, Marathahalli - Sarjapur Rd, Whitefield, Bengaluru, Karnataka, Varthur, Bangalore - East, Karnataka",₹2.09 Cr,"2, 3, 4 BHK Flats",,"Elegant 3 BHK apartment in Prestige Lavender Fields, Varthur, Bengaluru.Located on the 6th floor, this 1453 sq.ft. home offers a perfect blend of comfort and luxury. Designed with ...",Marathahalli,20900000,"[2, 3, 4]",1453,14384.03,East,1.92172341639718,3.57749542598002,10,9,7.5,9.5,2,51,1.8450184501845,52.3,60.5,56.4
2 BHK Apartment for Sale in Hebbal Bangalore,https://www.magicbricks.com/propertyDetails/2-BHK-1162-Sq-ft-Multistorey-Apartment-FOR-Sale-Hebbal-in-Bangalore&id=4d423831393031383431,"Karle Town Center, DadaMastan Layout, Manayata Tech Park, Nagavara, Bengaluru, Karnataka, Hebbal, Bangalore - North, Karnataka",₹1.74 Cr,"2, 3 BHK Flats",,"A spacious 2 bed apartment available for sale in Karle Vario Homes, Hebbal, Bangalore.",Nagavara,17400000,"[2, 3]",1162,14974.18,North,0.99914399847822,3.20080579602245,9,9,8,9.3,0,5,0.14760147601476,45.2,54.3,49.8
2 BHK Apartment for Sale in Gunjur Bangalore,https://www.magicbricks.com/propertyDetails/2-BHK-1320-Sq-ft-Multistorey-Apartment-FOR-Sale-Gunjur-in-Bangalore&id=4d423831383735363733,"Gunjur Village Varthur Hobli, Bangalore East Taluk, Ward No.149, Bangalore, Bengaluru North, Gunjur, Bangalore - East, Karnataka",₹1.32 Cr,"1, 2, 3, 4 BHK Flats",,"This spacious 2 BHK 1320 sq.ft home offers elegant interiors, smart layouts, and topnotch amenities including a clubhouse, swimming pool, gym, and landscaped gardens. Located minut...",Varthur,13200000,"[1, 2, 3, 4]",1320,10000,East,1.50006340752013,6.37579863435568,10,9,7.5,9.5,2,84,3.06273062730627,53.6,69.3,61.4
3 BHK Apartment for Sale in Whitefield Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1465-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423831373734313439,"Chanasandra, Whitefield, Bangalore - East, Karnataka",₹1.31 Cr,3 BHK Flats,,"Welcome to Isha Hilife, where luxury meets innovation in every meticulously crafted dimensionWith a dedication to blending homes seamlessly with exceptional amenities, we redefine ...",Whitefield,13100000,[3],1465,8941.98,East,1.95976792847632,7.05112721571247,9,9,7.5,9.5,2,179,6.56826568265683,53.4,76.2,64.8
3 BHK Apartment for Sale in Bagalur Colony Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1427-Sq-ft-Multistorey-Apartment-FOR-Sale-Bagalur-Colony-in-Bangalore&id=4d423738303131303131,"KIADB Aerospace Park, Bagalur Road, Bangalore, Bagalur Colony, Bangalore - North, Karnataka",₹1.28 Cr,"1, 2, 3 BHK Flats",,"Provident Ecopolitan is a new residential development located in the Aerospace Park at main Bagalur Road, North Bangalore. The project is developed by Provident Housing, a subsidia...",Bagalur,12800000,"[1, 2, 3]",1427,8969.87,North,1.83929364022573,7.03332517592679,9,9,8,9.3,1.5,21,0.738007380073801,53.5,66.2,59.8
2 BHK Apartment for Sale in Hennur Gardens Bangalore,https://www.magicbricks.com/propertyDetails/2-BHK-1212-Sq-ft-Multistorey-Apartment-FOR-Sale-Hennur-in-Bangalore&id=4d423831333633333139,"Hennur, Bangalore - East, Karnataka",₹1.30 Cr,"2, 3 BHK Flat",,vastu complient club house facing unit,Hennur,13000000,"[2, 3]",1212,10726.07,North,1.15766279880794,5.91235198583701,9,9,8,9.3,1,35,1.25461254612546,49.5,63.7,56.6
1 BHK Apartment for Sale in Panathur Bangalore,https://www.magicbricks.com/propertyDetails/1-BHK-660-Sq-ft-Multistorey-Apartment-FOR-Sale-Panathur-in-Bangalore&id=4d423831373236363839,"12, Sobha Neopolis, Panathur, Varthur Whitefield, Panathur, Bangalore - East, Karnataka",₹94 Lac,"1, 3, 4 BHK Flats",,1 bhk 1 bath spacious flat for sale in Sobha Neopolis apartments..,Whitefield,9400000,"[1, 3, 4]",660,14242.42,East,0,3.66788434150708,10,9,7.5,9.5,0,179,6.56826568265683,43.7,65.8,54.8
3 BHK Apartment for Sale in Old Madras Road Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1801-Sq-ft-Multistorey-Apartment-FOR-Sale-Old-Madras-Road-in-Bangalore&id=4d423832313936343831,"Old Madras Road, Before Toll Plaza, Old Madras Road, Bangalore - East, Karnataka",₹1.83 Cr,3 BHK Flats,,located Adjacent to Main Road with all required Essentials within the property Available with a Good Balanced Open space,Old Madras Road,18300000,[3],1801,10161.02,East,3.02501426669203,6.27302041828219,9,9,7.5,9.5,0,31,1.1070110701107,54.4,64.1,59.2
"3 BHK Apartment for Sale in Vajarahalli, Vajarahalli Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1932-Sq-ft-Multistorey-Apartment-FOR-Sale-Vajarahalli-in-Bangalore&id=4d423830383637383839,"Uttarahalli Hobli, Mallasandra Village, Kanakapura Rd, Mallasandra, Karnataka 560062, Vajarahalli, Bangalore - South, Karnataka",₹2.35 Cr,"2, 3, 4 BHK Flats",,"North facing Newly Constructed 3 BHK flat 1932 sq. ft. in 17th Floor having 2 balconies facing forest, 1 utility equipped with Modular kitchen, Wardrobes in all bedrooms, ele. fixt...",Uttarahalli,23500000,"[2, 3, 4]",1932,12163.56,South,3.44033352355589,4.99480970647124,10,9,9.2,8.2,0,24,0.848708487084871,60.4,56,58.2
"2 BHK Apartment for Sale in Hebbagodi, Bommasandra Bangalore",https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Multistorey-Apartment-FOR-Sale-Hebbagodi-in-Bangalore&id=4d423831313533393733,"Hebbagodi, Bangalore - South, Karnataka",₹53.9 Lac,"1, 2, 3 BHK Flats",,"Multistorey apartment is available for sale. It has carpet area 980 sq-ft, it is 2 BHK apartment. Please contact for more details.",Bommasandra,5390000,"[1, 2, 3]",980,5500,South,0.422135565278042,9.24812488159633,9,9,9.2,8.2,0,22,0.774907749077491,51.6,66.5,59
1 BHK Apartment for Sale in Thanisandra Bangalore,https://www.magicbricks.com/propertyDetails/1-BHK-678-Sq-ft-Multistorey-Apartment-FOR-Sale-Thanisandra-in-Bangalore&id=4d423832333533363731,"Thanisandra, Bangalore - North, Karnataka",₹75 Lac,"1, 2 BHK Flat",,"Sobha Dream Gardens is a premium residential apartment project in Thanisandra, North Bangalore, developed by Sobha Limited as part of their Dream Series of high-quality, value-focu...",Thanisandra,7500000,"[1, 2]",678,11061.95,North,0,5.69796155474296,7,8,8,9.3,0,51,1.8450184501845,39.2,61.6,50.4
2 BHK Apartment for Sale in Electronic City Bangalore,https://www.magicbricks.com/propertyDetails/2-BHK-1070-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronic-City-in-Bangalore&id=4d423831353433383737,"Thirupalya Road Bommasanra Electronic City Bangalore, Electronic City, Bangalore - South, Karnataka",₹74.9 Lac,2 BHK Flats,,"Where luxury meets lifestyle, E City Town Bommasandra stands as a testament to exceptional living in Bangalore. Our premium apartments in Bangalore redefine modern elegance, offeri...",Electronic City,7490000,[2],1070,7000,South,0.707469405871536,8.29068279918278,7,8,9.2,8.2,2,50,1.80811808118081,48.7,66.1,57.4
3 BHK Apartment for Sale in Kadugodi Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadugodi-in-Bangalore&id=4d423831393339373937,"Whitefield - Hoskote Rd, opp. Shell petrol pump, Vastu Bhoomi, Krishnarajapura, Bengaluru, Karnataka, Kadugodi, Bangalore - East, Karnataka",₹1.44 Cr,"2, 3, 4 BHK Flats",,"Pavani Mirabilia stands as a symbol of elegance and contemporary living. Known as the Marvel of Whitefield, this landmark by the Pavani Infra is designed to celebrate life, aspirat...",Whitefield,14400000,"[2, 3, 4]",1260,11428.57,East,1.30984084712447,5.46394994390666,10,9,7.5,9.5,0,179,6.56826568265683,50,70.3,60.2
"2 BHK Apartment for Sale in Devasthanagalu, Varthur Bangalore",https://www.magicbricks.com/propertyDetails/2-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Sale-Devasthanagalu-in-Bangalore&id=4d423831383530373831,"Sy No 1778 - Gunjur Village Varthur, Hobli, Bengaluru, Karnataka, Devasthanagalu, Bangalore - East, Karnataka",₹1.80 Cr,"2, 3 BHK Flat",,"The project is spread over an area of 21 acres. There are around 1426 units on offer. Adarsh Park Heights Gunjur, Near Varthur, Bangalore housing society has 4 towers with 29 floor...",Varthur,18000000,"[2, 3]",1310,13740.46,East,1.46835964745419,3.98828275996595,9,9,7.5,9.5,1.5,84,3.06273062730627,48.1,62.8,55.4
2 BHK Apartment for Sale in Whitefield Bangalore,https://www.magicbricks.com/propertyDetails/2-BHK-1230-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423738383137353335,"Pavani mirabilia phase-ii, sy no. 23, 22, 211, 212, 213 125 situated at seegehalli village, Whitefield, Bangalore - East, Karnataka",₹1.13 Cr,"2, 3, 4 BHK Flats",,"BDA and RERA approved projectWell connected to whitefieldhoskote road5 floors ultramodern clubhouse of 65,000 sq.ft.Vaastu compliant apartments with no common wallsWhitefield railw...",Whitefield,11300000,"[2, 3, 4]",1230,9186.99,East,1.21472956692664,6.89473862597104,10,9,7.5,9.5,1,179,6.56826568265683,52.1,74.8,63.4
3 BHK Apartment for Sale in Sarjapur Road Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1943-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423739313339383339,"Chambenahalli, Bangalore, Sarjapur Road, Bangalore - South, Karnataka",₹1.80 Cr,"3, 4 BHK Flats",,"Amberstone Ventara Residences is a premium residential project by Amberstone Properties, strategically located in Chambenahalli, off Sarjapur Road, Bangalore. Spanning over 8.3 acr...",Chambenahalli,18000000,"[3, 4]",1943,9264.02,East,3.47520765962843,6.84557078356549,10,9,7.5,9.5,0,8,0.25830258302583,59,64.3,61.6
2 BHK Apartment for Sale in Gunjur Bangalore,https://www.magicbricks.com/propertyDetails/2-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Sale-Gunjur-in-Bangalore&id=4d423832323432393239,"Gunjur, Bangalore, Gunjur, Bangalore - East, Karnataka",₹1 Cr,"2, 3 BHK Flats",,East facing fully furnished with good neighborhood play ground,Gunjur,10000000,"[2, 3]",970,10309.28,East,0.390431805212098,6.17838684285643,9,9,7.5,9.5,0,21,0.738007380073801,45,63.3,54.2
3 BHK Apartment for Sale in Whitefield Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1647-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423734333830313539,"Whitefield, Nallurhalli, Bengaluru, Whitefield, Bangalore - East, Karnataka",₹2.14 Cr,"2, 3, 4 BHK Flats",,3 BHK Apartment for Sale in Whitefield Bangalore,Nallurhalli,21400000,"[2, 3, 4]",1647,12993.32,East,2.53677636167649,4.46517827826892,10,9,7.5,9.5,0,7,0.22140221402214,53.3,58.2,55.8
3 BHK Apartment for Sale in Dommasandra Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1864-Sq-ft-Multistorey-Apartment-FOR-Sale-Dommasandra-in-Bangalore&id=4d423736393534383331,"Dommasandra - Varthur Road, Opp. Greenwood High School, Sarjapur, Bangalore - 560087, Dommasandra, Bangalore - South, Karnataka",₹1.86 Cr,3 BHK Flats,,The residential enclave Mana Skanda The Right Life is the best in Mana Projects and Skandas premium living segment. The project is spread over a massively sprawling 100 acres total...,Dommasandra,18600000,[3],1864,9978.54,East,3.22474795510748,6.38949643908141,9,9,7.5,9.5,0,16,0.553505535055351,55.2,63.6,59.4
3 BHK Apartment for Sale in Krishnarajapura Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1901-Sq-ft-Multistorey-Apartment-FOR-Sale-K-R-Puram-in-Bangalore&id=4d423832303437333939,"166, Old Madras Rd, Rifco Shantiniketan Layout, Hosabasavanapura, Krishnarajapuram, Bengaluru, Karnataka 560049, KR Puram, Bangalore - East, Karnataka",₹2.10 Cr,"1, 2, 3, 4 BHK Flat, Studio Apartments",,"Brigade Lakecrest is a premium residential project located on Old Madras Road in East Bengaluru, offering tranquil lake views and lush green surroundings.This thoughtfully designed...",Old Madras Road,21000000,"[1, 2, 3, 4]",1901,11046.82,East,3.34205186735147,5.70761895388091,10,9,7.5,9.5,2,31,1.1070110701107,59.4,64.7,62
"3 BHK Apartment for Sale in Jalahalli, Jalahalli, Outer Ring Road Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1040-Sq-ft-Multistorey-Apartment-FOR-Sale-Jalahalli-in-Bangalore&id=4d423832303038333337,"Jallahalli, Jalahalli, Bangalore - North, Karnataka",₹92 Lac,"2, 3 BHK Flats",,"A brand new offering, by Shriram Properties",Jalahalli,9200000,"[2, 3]",1040,8846.15,North,0.612358125673705,7.11229499888426,9,9,8,9.3,0,10,0.33210332103321,47.8,64.3,56
4 BHK Villa for Sale in Lakkondahalli Bangalore,https://www.magicbricks.com/propertyDetails/4-BHK-2650-Sq-ft-Villa-FOR-Sale-Lakkondahalli-in-Bangalore&id=4d423736333035313239,"Terra Alegria Phase 2, near budigere Cross, Lakkondahalli, Bangalore., Hoskote, Lakkondahalli, Bangalore - Bangalore Rural, Karnataka",₹2.39 Cr,4 BHK Villas,,"Discover the perfect living space near Brigade Uptown and within close proximity to the bustling Orion Mall, offering unmatched connectivity and convenience. This property is ideal...",Budigere,23900000,[4],2650,9018.87,East,5.71666349629066,7.00204873456795,10,6,7.5,9.5,0,41,1.4760147601476,67,62,64.5
3 BHK Apartment for Sale in IVC Road Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-2166-Sq-ft-Multistorey-Apartment-FOR-Sale-IVC-Road-in-Bangalore&id=4d423739383836343333,"Devanahalli, Bangalore, IVC Road, Bangalore - Bangalore Rural, Karnataka",₹2.20 Cr,3 BHK,,"3Bhk duplex ultraluxury flat availble for sale in Provident deans gate,located in Ivc Road devanahalli",Devanahalli,22000000,[3],2166,10156.97,North,4.18220150909898,6.27560551190471,9,9,8,9.3,2,74,2.69372693726937,61.4,67.8,64.6
3 BHK Apartment for Sale in Hosur Road Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1922-Sq-ft-Multistorey-Apartment-FOR-Sale-Hosur-Road-in-Bangalore&id=4d423831303934343533,"65, Manipal County Rd, off Hosur Road, Aishwarya Crystal Layout, Singasandra, Bengaluru, Karnataka 560068, Hosur Road, Bangalore - South, Karnataka",₹2.30 Cr,"3, 4 BHK Flats",,Positive energy pervades every corner of your home at Mahindra NewHaven. The residences are designed for ample sunlight and crossventilation to make every moment healthy and wholes...,Hosur Road,23000000,"[3, 4]",1922,11966.7,South,3.40862976348995,5.12046440536719,10,9,9.2,8.2,0,34,1.21771217712177,60.5,56.8,58.6
3 BHK Builder Floor for Sale in Stage 2nd Rajajinagar Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rajajinagar-Stage-2-in-Bangalore&id=4d423832323533333733,"2708, 11th Main Rd, D-Block, 2nd Stage, Rajajinagar, Bengaluru, Rajajinagar Stage 2, Bangalore - Central, Karnataka",₹2 Cr,3 BHK,,"Flat For Sale Near Mahakavi Kuvempu metro sation MS Nivas3 bhk 3 baths 2 balconyFlat for Sale in Builder FloorUDS 4002 car parking Bank loan 60 lakhsNorth facingLift, car p...",Rajajinagar,20000000,[3],1600,12500,West,2.38776868936656,4.78006183033309,9,9,6.8,7.4,5,15,0.516605166051661,54.2,57.1,55.6
1 BHK Apartment for Sale in Varthur Bangalore,https://www.magicbricks.com/propertyDetails/1-BHK-669-Sq-ft-Multistorey-Apartment-FOR-Sale-Varthur-in-Bangalore&id=4d423832303234383039,"Varthur Hobli, Gunjur, Village, Marathahalli - Sarjapur Rd, Whitefield, Bengaluru, Karnataka, Varthur, Bangalore - East, Karnataka",₹1.03 Cr,"2, 3, 4 BHK Flats",,"Prestige Lavender Fields is the newly launched residential apartment project right next to Prestige Lakeside Habitat in Varthur Whitefield, East Bangalore.The residential enclave, ...",Marathahalli,10300000,"[2, 3, 4]",669,15396.11,East,0,2.93149010413395,10,9,7.5,9.5,2,51,1.8450184501845,44.9,58.8,51.8
3 BHK Apartment for Sale in Varthur Bangalore,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Varthur-in-Bangalore&id=4d423832333130353331,"Varthur, Bangalore, Varthur, Bangalore - East, Karnataka",₹1.16 Cr,3 BHK Flats,,"Choose your fit from 2 BHK, 3 BHK Smart and 3 BHK Classic homes designed with 152 thoughtfully planned units featuring no common walls, Vastu compliance, a 10,000 sq. ft. clubhouse...",Varthur,11600000,[3],1600,7250,East,2.38776868936656,8.13110911878052,9,9,7.5,9.5,1,84,3.06273062730627,55,72.7,63.8
2 BHK Apartment for Sale in Mysore Road Bangalore,https://www.magicbricks.com/propertyDetails/2-BHK-1301-Sq-ft-Multistorey-Apartment-FOR-Sale-Mysore-Road-in-Bangalore&id=4d423831383638303131,"Mysore Road, Bangalore - South, Karnataka",₹1.49 Cr,3 BHK Flats,,2 BHK Apartment for Sale in Mysore Road Bangalore,Mysore Road,14900000,[3],1301,11452.73,West,1.43982626339484,5.44852874343259,9,9,6.8,7.4,0,46,1.66051660516605,46.6,55.5,51
